climate_zone,total_population_served,reference_2014_population,water_shortage_contingency_stage_invoked,reported_final_total_potable_water_production,final_percent_residential_use,reported_final_commercial_industrial_and_institutional_water,calculated_total_potable_water_production_gallons_ag_excluded,calculated_total_potable_water_production_gallons_2013_ag_excluded,calculated_commercial_agricultural_water_gallons,calculated_commercial_agricultural_water_gallons_2013,calculated_r_gpcd,system_id,county_enc,hydro_region_enc,reporting_date
3,1400000.0,1379000.0,0.0,28771582365682.336,69.7349129005616,6977071605425.016,4964000000.0,5418000000.0,0.0,0.0,73.2781,110005,0,0,2021-04-15
3,1400000.0,1379000.0,0.0,28771582365682.336,69.7349129005616,6977071605425.016,4221000000.0,4928000000.0,0.0,0.0,59.3274,110005,0,0,2021-03-15
3,1400000.0,1379000.0,0.0,28771582365682.336,69.7349129005616,6977071605425.016,3549000000.0,4016000000.0,0.0,0.0,55.2268,110005,0,0,2021-02-15
3,1400000.0,1379000.0,0.0,28771582365682.336,69.7349129005616,6977071605425.016,3919000000.0,4099000000.0,0.0,0.0,55.9857,110005,0,0,2021-01-15
3,1450000.0,1379000.0,0.0,4169200000.0,60.0,579000000.0,4169000000.0,4772000000.0,0.0,0.0,55.6485,110005,0,0,2020-12-15
3,1450000.0,1379000.0,0.0,4589100000.0,61.0,657000000.0,4589000000.0,5149000000.0,0.0,0.0,64.3515,110005,0,0,2020-11-15
3,1450000.0,1379000.0,0.0,5757400000.0,60.0,781000000.0,5757000000.0,6175000000.0,0.0,0.0,76.8454,110005,0,0,2020-10-15
3,1450000.0,1379000.0,0.0,5998800000.0,62.0,792000000.0,5999000000.0,6528000000.0,0.0,0.0,85.50299999999999,110005,0,0,2020-09-15
3,1450000.0,1379000.0,0.0,6556600000.0,61.0,1245000000.0,6557000000.0,7172000000.0,0.0,0.0,88.9826,110005,0,0,2020-08-15
3,1450000.0,1379000.0,0.0,6536100000.0,60.0,1212000000.0,6536000000.0,7452000000.0,0.0,0.0,87.2436,110005,0,0,2020-07-15
3,1450000.0,1379000.0,0.0,6046700000.0,61.0,1150000000.0,6047000000.0,6928000000.0,0.0,0.0,84.79700000000001,110005,0,0,2020-06-15
3,1450000.0,1379000.0,0.0,5449600000.0,60.0,1049000000.0,5450000000.0,6717000000.0,0.0,0.0,72.7475,110005,0,0,2020-05-15
3,1450000.0,1379000.0,0.0,4441300000.0,62.0,918000000.0,4441000000.0,5418000000.0,0.0,0.0,63.297,110005,0,0,2020-04-15
3,1450000.0,1379000.0,0.0,4440600000.0,61.0,955000000.0,4441000000.0,4928000000.0,0.0,0.0,60.2672,110005,0,0,2020-03-15
3,1450000.0,1379000.0,0.0,4095000000.0,61.0,924000000.0,4095000000.0,4016000000.0,0.0,0.0,59.4043,110005,0,0,2020-02-15
3,1450000.0,1379000.0,0.0,3837900000.0,62.0,883000000.0,3838000000.0,4099000000.0,0.0,0.0,52.9379,110005,0,0,2020-01-15
3,1440000.0,1379000.0,0.0,3871700000.0,62.0,776000000.0,3872000000.0,4772000000.0,0.0,0.0,53.7778,110005,0,0,2019-12-15
3,1440000.0,1379000.0,0.0,4877700000.0,56.0,776000000.0,4878000000.0,5149000000.0,0.0,0.0,63.2333,110005,0,0,2019-11-15
3,1440000.0,1379000.0,0.0,5646300000.0,57.0,885000000.0,5646000000.0,6175000000.0,0.0,0.0,72.0927,110005,0,0,2019-10-15
3,1440000.0,1379000.0,0.0,5916800000.0,57.0,902000000.0,5917000000.0,6528000000.0,0.0,0.0,78.0715,110005,0,0,2019-09-15
3,1440000.0,1379000.0,0.0,6459200000.0,57.0,954000000.0,6459000000.0,7172000000.0,0.0,0.0,82.4738,110005,0,0,2019-08-15
3,1440000.0,1379000.0,0.0,6317400000.0,57.0,937000000.0,6317000000.0,7452000000.0,0.0,0.0,80.6606,110005,0,0,2019-07-15
3,1440000.0,1379000.0,0.0,5880600000.0,55.0,861000000.0,5881000000.0,6928000000.0,0.0,0.0,74.8738,110005,0,0,2019-06-15
3,1440000.0,1379000.0,0.0,5203600000.0,57.0,824000000.0,5204000000.0,6717000000.0,0.0,0.0,66.4489,110005,0,0,2019-05-15
3,1440000.0,1379000.0,0.0,4465100000.0,55.0,747000000.0,4465000000.0,5418000000.0,0.0,0.0,56.8461,110005,0,0,2019-04-15
3,1440000.0,1379000.0,0.0,3950100000.0,56.0,705000000.0,3950000000.0,4928000000.0,0.0,0.0,49.552,110005,0,0,2019-03-15
3,1440000.0,1379000.0,0.0,3535500000.0,54.0,678000000.0,3536000000.0,4016000000.0,0.0,0.0,47.3571,110005,0,0,2019-02-15
3,1440000.0,1379000.0,0.0,3859900000.0,56.0,678000000.0,3860000000.0,4099000000.0,0.0,0.0,48.4229,110005,0,0,2019-01-15
3,1430000.0,1379000.0,0.0,3905700000.0,59.0,665000000.0,3906000000.0,4772000000.0,0.0,0.0,51.986000000000004,110005,0,0,2018-12-15
3,1430000.0,1379000.0,0.0,4671500000.0,55.0,745000000.0,4672000000.0,5149000000.0,0.0,0.0,59.8974,110005,0,0,2018-11-15
3,1430000.0,1379000.0,0.0,5592200000.0,57.0,875000000.0,5592000000.0,6175000000.0,0.0,0.0,71.9025,110005,0,0,2018-10-15
3,1430000.0,1379000.0,0.0,5870100000.0,58.0,916000000.0,5870000000.0,6528000000.0,0.0,0.0,79.3613,110005,0,0,2018-09-15
3,1430000.0,1379000.0,0.0,6361200000.0,58.0,966000000.0,6361000000.0,7172000000.0,0.0,0.0,83.2254,110005,0,0,2018-08-15
3,1430000.0,1379000.0,0.0,6377600000.0,59.0,961000000.0,6378000000.0,7452000000.0,0.0,0.0,84.8865,110005,0,0,2018-07-15
3,1430000.0,1379000.0,0.0,5866200000.0,57.0,866000000.0,5866000000.0,6928000000.0,0.0,0.0,77.9399,110005,0,0,2018-06-15
3,1430000.0,1379000.0,0.0,5416000000.0,56.0,845000000.0,5416000000.0,6717000000.0,0.0,0.0,68.4178,110005,0,0,2018-05-15
3,1430000.0,1379000.0,0.0,4184899999.9999995,58.0,733000000.0,4185000000.0,5418000000.0,0.0,0.0,56.5804,110005,0,0,2018-04-15
3,1430000.0,1379000.0,0.0,4006800000.0,57.0,721000000.0,4007000000.0,4928000000.0,0.0,0.0,51.5224,110005,0,0,2018-03-15
3,1430000.0,1379000.0,0.0,3925500000.0,52.0,647000000.0,3926000000.0,4016000000.0,0.0,0.0,50.986999999999995,110005,0,0,2018-02-15
3,1430000.0,1379000.0,0.0,3881100000.0,58.0,693000000.0,3881000000.0,4099000000.0,0.0,0.0,50.7778,110005,0,0,2018-01-15
3,1410000.0,1379000.0,0.0,4258300000.0,55.0,675000000.0,4258000000.0,4772000000.0,0.0,0.0,53.5781,110005,0,0,2017-12-15
3,1410000.0,1379000.0,0.0,4229300000.0,59.0,749000000.0,4229000000.0,5149000000.0,0.0,0.0,58.9861,110005,0,0,2017-11-15
3,1410000.0,1379000.0,0.0,5703700000.0,55.0,900000000.0,5704000000.0,6175000000.0,0.0,0.0,71.773,110005,0,0,2017-10-15
3,1410000.0,1379000.0,0.0,6039800000.0,57.0,950000000.0,6040000000.0,6528000000.0,0.0,0.0,81.3901,110005,0,0,2017-09-15
3,1410000.0,1379000.0,0.0,6444700000.0,58.0,1006000000.0,6445000000.0,7172000000.0,0.0,0.0,85.5205,110005,0,0,2017-08-15
3,1410000.0,1379000.0,0.0,6531700000.0,58.0,933000000.0,6532000000.0,7452000000.0,0.0,0.0,86.6749,110005,0,0,2017-07-15
3,1410000.0,1379000.0,0.0,5952600000.0,57.0,920000000.0,5953000000.0,6928000000.0,0.0,0.0,80.2177,110005,0,0,2017-06-15
3,1410000.0,1379000.0,0.0,5551000000.0,55.0,851000000.0,5551000000.0,6717000000.0,0.0,0.0,69.8479,110005,0,0,2017-05-15
3,1410000.0,1379000.0,0.0,3958100000.0,60.0,738000000.0,3958000000.0,5418000000.0,0.0,0.0,56.1418,110005,0,0,2017-04-15
3,1410000.0,1379000.0,0.0,3884100000.0,55.0,705000000.0,3884000000.0,4928000000.0,0.0,0.0,48.8721,110005,0,0,2017-03-15
3,1410000.0,1379000.0,0.0,3403300000.0,54.0,608000000.0,3403000000.0,4016000000.0,0.0,0.0,46.5456,110005,0,0,2017-02-15
3,1410000.0,1379000.0,0.0,3747100000.0,55.0,649000000.0,3747000000.0,4099000000.0,0.0,0.0,47.1482,110005,0,0,2017-01-15
3,1400000.0,1379000.0,0.0,3767400000.0,55.0,662000000.0,3767000000.0,4772000000.0,0.0,0.0,47.7385,110005,0,0,2016-12-15
3,1400000.0,1379000.0,0.0,3839100000.0,58.0,700000000.0,3839000000.0,5149000000.0,0.0,0.0,53.0148,110005,0,0,2016-11-15
3,1400000.0,1379000.0,0.0,4689900000.0,58.0,827000000.0,4690000000.0,6175000000.0,0.0,0.0,62.6774,110005,0,0,2016-10-15
3,1400000.0,1379000.0,0.0,5636200000.0,56.0,871000000.0,5636000000.0,6528000000.0,0.0,0.0,75.1467,110005,0,0,2016-09-15
3,1400000.0,1379000.0,0.0,6007500000.0,58.0,887000000.0,6008000000.0,7172000000.0,0.0,0.0,80.2912,110005,0,0,2016-08-15
3,1400000.0,1379000.0,0.0,6056600000.0,58.0,901000000.0,6057000000.0,7452000000.0,0.0,0.0,80.9461,110005,0,0,2016-07-15
3,1400000.0,1379000.0,0.0,5675900000.0,56.0,845000000.0,5676000000.0,6928000000.0,0.0,0.0,75.68,110005,0,0,2016-06-15
3,1400000.0,1379000.0,4.0,4959300000.0,57.0,804000000.0,4959000000.0,6717000000.0,0.0,0.0,65.1297,110005,0,0,2016-05-15
3,1400000.0,1379000.0,4.0,4018800000.0,57.0,716000000.0,4019000000.0,5418000000.0,0.0,0.0,54.5436,110005,0,0,2016-04-15
3,1400000.0,1379000.0,4.0,3765600000.0,56.0,692000000.0,3766000000.0,4928000000.0,0.0,0.0,48.5935,110005,0,0,2016-03-15
3,1400000.0,1379000.0,4.0,3625400000.0,53.0,637000000.0,3625000000.0,4016000000.0,0.0,0.0,47.3214,110005,0,0,2016-02-15
3,1400000.0,1379000.0,4.0,3736400000.0,54.0,657000000.0,3736000000.0,4099000000.0,0.0,0.0,46.4848,110005,0,0,2016-01-15
3,1390000.0,1379000.0,4.0,3713800000.0,56.0,636000000.0,3714000000.0,4772000000.0,0.0,0.0,48.2673,110005,0,0,2015-12-15
3,1390000.0,1379000.0,4.0,3875900000.0,57.0,693000000.0,3876000000.0,5149000000.0,0.0,0.0,52.9813,110005,0,0,2015-11-15
3,1390000.0,1379000.0,4.0,4881000000.0,55.0,828000000.0,4881000000.0,6175000000.0,0.0,0.0,62.301,110005,0,0,2015-10-15
3,1390000.0,1379000.0,4.0,5060700000.0,57.0,858000000.0,5061000000.0,6528000000.0,0.0,0.0,69.1791,110005,0,0,2015-09-15
3,1390000.0,1379000.0,4.0,5250500000.0,58.0,893000000.0,5251000000.0,7172000000.0,0.0,0.0,70.6795,110005,0,0,2015-08-15
3,1390000.0,1379000.0,4.0,5148500000.0,80.0,877000000.0,5149000000.0,7452000000.0,0.0,0.0,95.5953,110005,0,0,2015-07-15
3,1390000.0,1379000.0,4.0,4778200000.0,74.0,815000000.0,4778000000.0,6928000000.0,0.0,0.0,84.7894,110005,0,0,2015-06-15
3,1390000.0,1379000.0,4.0,4657700000.0,73.0,6977071605425.016,4658000000.0,6717000000.0,0.0,0.0,78.9125,110005,0,0,2015-05-15
3,1390000.0,1379000.0,4.0,4456900000.0,68.0,6977071605425.016,4457000000.0,5418000000.0,0.0,0.0,72.6801,110005,0,0,2015-04-15
3,1390000.0,1379000.0,,4650200000.0,67.0,6977071605425.016,4650000000.0,4928000000.0,0.0,0.0,72.3022,110005,0,0,2015-03-15
3,1390000.0,1379000.0,,3765900000.0,58.0,6977071605425.016,3766000000.0,4016000000.0,0.0,0.0,56.1223,110005,0,0,2015-02-15
3,1390000.0,1379000.0,,4096200000.0,62.0,6977071605425.016,4096000000.0,4099000000.0,0.0,0.0,58.9353,110005,0,0,2015-01-15
3,1379000.0,1379000.0,,3771200000.0,61.0,6977071605425.016,3771000000.0,4772000000.0,0.0,0.0,53.8097,110005,0,0,2014-12-15
3,1379000.0,1379000.0,,4103300000.0,47.0,6977071605425.016,4103000000.0,5149000000.0,0.0,0.0,46.6137,110005,0,0,2014-11-15
3,1379000.0,1379000.0,,5222100000.0,59.0,6977071605425.016,5222000000.0,6175000000.0,0.0,0.0,72.0714,110005,0,0,2014-10-15
3,1379000.0,1379000.0,,5485600000.0,63.0,6977071605425.016,5486000000.0,6528000000.0,0.0,0.0,83.5431,110005,0,0,2014-09-15
3,1379000.0,1379000.0,,6020600000.0,62.0,6977071605425.016,6021000000.0,7172000000.0,0.0,0.0,87.3241,110005,0,0,2014-08-15
3,1379000.0,1379000.0,,6177100000.0,64.0,6977071605425.016,6177000000.0,7452000000.0,0.0,0.0,92.4765,110005,0,0,2014-07-15
3,1379000.0,1379000.0,,6354400000.0,59.0,6977071605425.016,6354000000.0,6928000000.0,0.0,0.0,90.6178,110005,0,0,2014-06-15
5,10188.0,10234.0,,28771582.365682337,69.7349129005616,6977071.605425016,28297481.0,28928011.0,0.0,0.0,66.0126,4010011,1,1,2021-04-15
5,10188.0,10234.0,,26970042.0,73.34,1036470.0,26970042.0,31277518.0,0.0,0.0,62.6285,4010011,1,1,2021-03-15
5,10188.0,10234.0,,28771582.365682337,69.7349129005616,6977071.605425016,22833565.0,25941318.0,0.0,0.0,60.4169,4010011,1,1,2021-02-15
5,10188.0,10234.0,,28771582.365682337,69.7349129005616,6977071.605425016,26073213.0,30427517.0,0.0,0.0,62.8162,4010011,1,1,2021-01-15
5,10188.0,10234.0,,27247002.0,74.27,9087453.0,27247002.0,33999367.0,0.0,0.0,64.074,4010011,1,1,2020-12-15
5,10188.0,10234.0,,27681756.0,70.94,11559592.0,27681756.0,33485435.0,0.0,0.0,64.2502,4010011,1,1,2020-11-15
5,10188.0,10234.0,,30233629.0,72.0,10139141.0,30233629.0,37234272.0,0.0,0.0,68.9243,4010011,1,1,2020-10-15
5,10188.0,10234.0,,29770852.0,71.33,12963589.0,29770852.0,36627545.0,0.0,0.0,69.479,4010011,1,1,2020-09-15
5,10188.0,10234.0,,32105148.0,71.66,13878393.0,32105148.0,40528972.0,0.0,0.0,72.8452,4010011,1,1,2020-08-15
5,10188.0,10234.0,,32610799.0,58.5,12419792.0,32610799.0,42026752.0,0.0,0.0,60.4041,4010011,1,1,2020-07-15
5,10439.0,10234.0,,29949140.0,74.68,9670145.0,29949140.0,36565077.0,0.0,0.0,71.4181,4010011,1,1,2020-06-15
5,10439.0,10234.0,,27554380.0,79.19,6099940.0,27554380.0,36927203.0,0.0,0.0,67.428,4010011,1,1,2020-05-15
5,10439.0,10234.0,,24179266.0,79.05,4249389.0,24179266.0,28928011.0,0.0,0.0,61.033,4010011,1,1,2020-04-15
5,10439.0,10234.0,,21373570.0,69.08,6470948.0,21373570.0,31277518.0,0.0,0.0,45.6256,4010011,1,1,2020-03-15
5,10439.0,10234.0,,25961833.0,72.49,6099940.0,25961833.0,25941318.0,0.0,0.0,62.1665,4010011,1,1,2020-02-15
5,10439.0,10234.0,,24449059.0,71.93,6046832.0,24449059.0,30427517.0,0.0,0.0,54.343999999999994,4010011,1,1,2020-01-15
5,10439.0,10234.0,,27264815.0,70.78,8214537.0,27264815.0,33999367.0,0.0,0.0,59.6338,4010011,1,1,2019-12-15
5,10439.0,10234.0,,30379650.0,68.6,11563332.0,30379650.0,33485435.0,0.0,0.0,66.5467,4010011,1,1,2019-11-15
5,10439.0,10234.0,,28876282.0,67.7,11398773.0,28876282.0,37234272.0,0.0,0.0,60.4101,4010011,1,1,2019-10-15
5,10439.0,10234.0,,30703156.0,68.87,12618760.0,30703156.0,36627545.0,0.0,0.0,67.5201,4010011,1,1,2019-09-15
5,10439.0,10234.0,,38470150.0,68.13,12548449.0,38470150.0,40528972.0,0.0,0.0,80.9919,4010011,1,1,2019-08-15
5,10439.0,10234.0,,29704576.0,69.0,11755568.0,29704576.0,42026752.0,0.0,0.0,63.3362,4010011,1,1,2019-07-15
5,10439.0,10234.0,,29279113.0,69.75,10476489.0,29279113.0,36565077.0,0.0,0.0,65.2112,4010011,1,1,2019-06-15
5,10439.0,10234.0,,27840167.0,69.06,10347084.0,27840167.0,36927203.0,0.0,0.0,59.4125,4010011,1,1,2019-05-15
5,10503.0,10234.0,,27308985.0,69.29,7221193.0,27308985.0,28928011.0,0.0,0.0,60.0539,4010011,1,1,2019-04-15
5,10503.0,10234.0,,23495366.0,71.9,5536696.0,23495366.0,31277518.0,0.0,0.0,51.8843,4010011,1,1,2019-03-15
5,10503.0,10234.0,,20884974.0,73.19,5695273.0,20884974.0,25941318.0,0.0,0.0,51.9774,4010011,1,1,2019-02-15
5,10503.0,10234.0,,23889505.0,69.64,10051624.0,23889505.0,30427517.0,0.0,0.0,51.0965,4010011,1,1,2019-01-15
5,10503.0,10234.0,,23715270.0,70.47,8958797.0,23715270.0,33999367.0,0.0,0.0,51.3283,4010011,1,1,2018-12-15
5,10503.0,10234.0,,29599645.0,68.25,10939500.0,29599645.0,33485435.0,0.0,0.0,64.1142,4010011,1,1,2018-11-15
5,10503.0,10234.0,,27369503.0,66.11,11810174.0,27369503.0,37234272.0,0.0,0.0,55.5724,4010011,1,1,2018-10-15
5,10503.0,10234.0,,27169488.0,64.9,14715405.0,27169488.0,36627545.0,0.0,0.0,55.9618,4010011,1,1,2018-09-15
5,10503.0,10234.0,,30419904.0,66.99,13547028.0,30419904.0,40528972.0,0.0,0.0,62.5882,4010011,1,1,2018-08-15
5,10503.0,10234.0,,31771008.0,68.3,124601184.0,31771008.0,42026752.0,0.0,0.0,66.6464,4010011,1,1,2018-07-15
5,10284.0,10234.0,,28408390.0,70.49,10420389.0,28408390.0,36565077.0,0.0,0.0,64.9069,4010011,1,1,2018-06-15
5,10284.0,10234.0,,27097595.0,70.31,8995448.0,27097595.0,36927203.0,0.0,0.0,59.7619,4010011,1,1,2018-05-15
5,10284.0,10234.0,,23529100.0,70.34,7707393.0,23529100.0,28928011.0,0.0,0.0,53.6444,4010011,1,1,2018-04-15
5,10284.0,10234.0,,23617122.0,70.02,8070921.0,23617122.0,31277518.0,0.0,0.0,51.8711,4010011,1,1,2018-03-15
5,10284.0,10234.0,,24648804.0,71.0,8723925.0,24648804.0,25941318.0,0.0,0.0,60.7763,4010011,1,1,2018-02-15
5,10284.0,10234.0,,26018454.0,70.34,10254332.0,26018454.0,30427517.0,0.0,0.0,57.4064,4010011,1,1,2018-01-15
5,10284.0,10234.0,,28257079.0,68.1,9978321.0,28257079.0,33999367.0,0.0,0.0,60.3602,4010011,1,1,2017-12-15
5,10284.0,10234.0,,27459086.0,73.2,10476488.0,27459086.0,33485435.0,0.0,0.0,65.1499,4010011,1,1,2017-11-15
5,10284.0,10234.0,,31108938.0,65.0,1223578.0,31108938.0,37234272.0,0.0,0.0,63.4271,4010011,1,1,2017-10-15
5,10284.0,10234.0,,30489707.0,66.0,12949376.0,30489707.0,36627545.0,0.0,0.0,65.225,4010011,1,1,2017-09-15
5,10284.0,10234.0,,31917705.0,64.5,13214168.0,31917705.0,40528972.0,0.0,0.0,64.5755,4010011,1,1,2017-08-15
5,10284.0,10234.0,,34161476.0,65.06,14272589.0,34161476.0,42026752.0,0.0,0.0,69.7151,4010011,1,1,2017-07-15
5,10284.0,10234.0,,30551803.0,65.9,11458612.0,30551803.0,36565077.0,0.0,0.0,65.2588,4010011,1,1,2017-06-15
5,10284.0,10234.0,,27673511.0,69.02,8871281.0,27673511.0,36927203.0,0.0,0.0,59.9122,4010011,1,1,2017-05-15
5,10284.0,10234.0,,24978717.0,70.3,7677473.0,24978717.0,28928011.0,0.0,0.0,56.917,4010011,1,1,2017-04-15
5,10284.0,10234.0,,24189276.0,71.44,5759600.0,24189276.0,31277518.0,0.0,0.0,54.2052,4010011,1,1,2017-03-15
5,10284.0,10234.0,,20460522.0,78.0,587392.0,20460522.0,25941318.0,0.0,0.0,55.4232,4010011,1,1,2017-02-15
5,10284.0,10234.0,,23003451.0,70.8,6960889.0,23003451.0,30427517.0,0.0,0.0,51.0861,4010011,1,1,2017-01-15
5,10284.0,10234.0,,22579461.0,69.59,7152378.0,22579461.0,33999367.0,0.0,0.0,49.2875,4010011,1,1,2016-12-15
5,10284.0,10234.0,,25063428.0,67.55,8290085.0,25063428.0,33485435.0,0.0,0.0,54.876000000000005,4010011,1,1,2016-11-15
5,10608.0,10234.0,,28539498.0,65.12,10548297.0,28539498.0,37234272.0,0.0,0.0,56.5152,4010011,1,1,2016-10-15
5,10284.0,10234.0,,28777427.0,65.05,10121885.0,28777427.0,36627545.0,0.0,0.0,60.6759,4010011,1,1,2016-09-15
5,10284.0,10234.0,,30608028.0,65.24,11041976.0,30608028.0,40528972.0,0.0,0.0,62.6362,4010011,1,1,2016-08-15
5,10284.0,10234.0,,31975594.0,66.44,11431685.0,31975594.0,42026752.0,0.0,0.0,66.6384,4010011,1,1,2016-07-15
5,10284.0,10234.0,,29421802.0,66.45,11471328.0,29421802.0,36565077.0,0.0,0.0,63.3696,4010011,1,1,2016-06-15
5,10284.0,10234.0,,28468458.0,65.2,9212368.0,28468458.0,36927203.0,0.0,0.0,58.2221,4010011,1,1,2016-05-15
5,10284.0,10234.0,,25679413.0,67.4,8941592.0,25679413.0,28928011.0,0.0,0.0,56.0998,4010011,1,1,2016-04-15
5,10284.0,10234.0,,24876688.0,69.0,7048405.0,24876688.0,31277518.0,0.0,0.0,53.8416,4010011,1,1,2016-03-15
5,10284.0,10234.0,,23427690.0,70.72,5715468.0,23427690.0,25941318.0,0.0,0.0,55.5535,4010011,1,1,2016-02-15
5,10284.0,10234.0,,24343394.0,68.3,8070172.0,24343394.0,30427517.0,0.0,0.0,52.1529,4010011,1,1,2016-01-15
5,10234.0,10234.0,,25226154.0,67.0,7420908.0,25226154.0,33999367.0,0.0,0.0,53.2744,4010011,1,1,2015-12-15
5,10234.0,10234.0,,28815483.0,64.65,8188096.0,28815483.0,33485435.0,0.0,0.0,60.6775,4010011,1,1,2015-11-15
5,10234.0,10234.0,,29133677.0,64.6,7829316.0,29133677.0,37234272.0,0.0,0.0,59.3227,4010011,1,1,2015-10-15
5,10234.0,10234.0,,30354644.0,61.4,8659596.0,30354644.0,36627545.0,0.0,0.0,60.7053,4010011,1,1,2015-09-15
5,10234.0,10234.0,,32579005.0,62.5,11604472.0,32579005.0,40528972.0,0.0,0.0,64.1816,4010011,1,1,2015-08-15
5,10234.0,10234.0,,32318984.0,63.3,9604320.0,32318984.0,42026752.0,0.0,0.0,64.4843,4010011,1,1,2015-07-15
5,10234.0,10234.0,,32189607.0,63.0,10424128.0,32189607.0,36565077.0,0.0,0.0,66.0525,4010011,1,1,2015-06-15
5,10234.0,10234.0,,29893170.0,64.0,9627508.0,29893170.0,36927203.0,0.0,0.0,60.3038,4010011,1,1,2015-05-15
5,10234.0,10234.0,,29362580.0,65.65,6977071.605425016,29362580.0,28928011.0,0.0,0.0,62.7859,4010011,1,1,2015-04-15
5,10234.0,10234.0,,29893871.0,69.0,6977071.605425016,29893871.0,31277518.0,0.0,0.0,65.0166,4010011,1,1,2015-03-15
5,10234.0,10234.0,,25004393.0,69.0,6977071.605425016,25004393.0,25941318.0,0.0,0.0,60.2091,4010011,1,1,2015-02-15
5,10234.0,10234.0,,29586922.0,71.0,6977071.605425016,29586922.0,30427517.0,0.0,0.0,66.2142,4010011,1,1,2015-01-15
5,10234.0,10234.0,,26365763.0,68.0,6977071.605425016,26365763.0,33999367.0,0.0,0.0,56.5122,4010011,1,1,2014-12-15
5,10234.0,10234.0,,27062107.0,67.0,6977071.605425016,27062107.0,33485435.0,0.0,0.0,59.0568,4010011,1,1,2014-11-15
5,10234.0,10234.0,,32547457.0,65.0,6977071.605425016,32547457.0,37234272.0,0.0,0.0,66.6843,4010011,1,1,2014-10-15
5,10234.0,10234.0,,32804911.0,65.0,6977071.605425016,32804911.0,36627545.0,0.0,0.0,69.4521,4010011,1,1,2014-09-15
5,10461.0,10234.0,,35695596.0,64.0,6977071.605425016,35695596.0,40528972.0,0.0,0.0,70.4465,4010011,1,1,2014-08-15
5,10608.0,10234.0,,37625206.0,61.3,6977071.605425016,37625206.0,42026752.0,0.0,0.0,70.1365,4010011,1,1,2014-07-15
5,10234.0,10234.0,,34544401.0,66.3,6977071.605425016,34544401.0,36565077.0,0.0,0.0,74.5975,4010011,1,1,2014-06-15
8,80540.0,72399.0,0.0,536598392.76,68.7,112734670.47000001,536677304.0,583599909.0,0.0,0.0,152.594,3010037,2,2,2021-04-15
8,80540.0,72399.0,0.0,415746773.88000005,68.8,79497868.47,415786423.0,503766309.0,0.0,0.0,114.574,3010037,2,2,2021-03-15
8,80540.0,72399.0,0.0,362688455.55,71.2,66766869.9,362672640.0,408943543.0,0.0,0.0,114.505,3010037,2,2,2021-02-15
8,80540.0,72399.0,0.0,401252921.40000004,71.1,83994612.27,401123109.0,376684252.0,0.0,0.0,114.228,3010037,2,2,2021-01-15
8,80540.0,72399.0,0.0,496899965.43,89.2,150347651.4,496923429.0,468574355.0,0.0,0.0,177.53400000000002,3010037,2,2,2020-12-15
8,80540.0,72399.0,0.0,505919521.10999995,63.4,109635827.46,506047269.0,516148664.0,0.0,0.0,132.785,3010037,2,2,2020-11-15
8,80540.0,72399.0,0.0,637576359.15,89.1,205527259.74,637691247.0,636713692.0,0.0,0.0,227.57,3010037,2,2,2020-10-15
8,80540.0,72399.0,0.0,670444949.52,84.7,205527259.74,670602241.0,728929647.0,0.0,0.0,235.08,3010037,2,2,2020-09-15
8,80540.0,72399.0,0.0,708621652.68,58.2,141608327.57999998,708726858.0,767705967.0,0.0,0.0,165.207,3010037,2,2,2020-08-15
8,80540.0,72399.0,0.0,705444605.43,76.8,191056216.83,705468344.0,765425007.0,0.0,0.0,217.003,3010037,2,2,2020-07-15
8,79367.0,72399.0,0.0,623714657.61,57.9,123950461.89,623679635.0,711985372.0,0.0,0.0,151.66299999999998,3010037,2,2,2020-06-15
8,79367.0,72399.0,0.0,599777643.15,59.2,96943931.00999999,599892481.0,686568961.0,0.0,0.0,144.342,3010037,2,2,2020-05-15
8,79367.0,72399.0,0.0,365272453.98,68.5,52292568.48,365279452.0,583599909.0,0.0,0.0,105.088,3010037,2,2,2020-04-15
8,79367.0,72399.0,0.0,329158387.65,80.9,82238275.38,329109943.0,503766309.0,0.0,0.0,108.215,3010037,2,2,2020-03-15
8,79367.0,72399.0,0.0,524388755.78999996,51.9,86190848.00999999,524294949.0,408943543.0,0.0,0.0,118.22399999999999,3010037,2,2,2020-02-15
8,79367.0,72399.0,0.0,385794549.96000004,71.2,62625303.69,385808092.0,376684252.0,0.0,0.0,111.648,3010037,2,2,2020-01-15
8,79367.0,72399.0,0.0,285553006.83000004,79.6,22454392.41,285445852.0,468574355.0,0.0,0.0,92.3496,3010037,2,2,2019-12-15
8,79367.0,72399.0,0.0,496802210.13000005,73.3,37019932.11,496923429.0,516148664.0,0.0,0.0,152.97899999999998,3010037,2,2,2019-11-15
8,79367.0,72399.0,0.0,625376497.71,80.2,49832393.43,625308892.0,636713692.0,0.0,0.0,203.83,3010037,2,2,2019-10-15
8,79367.0,72399.0,0.0,647876509.26,61.1,33891762.510000005,647792641.0,728929647.0,0.0,0.0,166.233,3010037,2,2,2019-09-15
8,79367.0,72399.0,0.0,700970671.1999999,72.0,47685035.34,700906424.0,767705967.0,0.0,0.0,205.112,3010037,2,2,2019-08-15
8,80067.0,72399.0,0.0,664726264.47,58.7,37003639.56,664736915.0,765425007.0,0.0,0.0,157.207,3010037,2,2,2019-07-15
