SITE_CODE,TOP_PRF_INT,BOT_PRF_INT
348942N1169809W002,120,140
348942N1169809W003,20,40
348942N1171157W001,80,195
348944N1204395W001,247,251
348944N1204395W001,258,271
348944N1204395W001,284,331
348947N1171409W001,310,330
348947N1171409W002,190,210
348947N1171409W003,110,130
348948N1204445W001,296,684
348948N1204445W001,850,980
348950N1165917W001,80,200
348953N1165865W001,100,180
348955N1171182W001,40,195
348958N1171321W001,74,94
348964N1171298W001,76,96
348967N1171326W001,77,97
348972N1171296W001,190,200
348972N1171296W002,135,155
348972N1171296W003,75,95
348972N1171296W004,40,50
348975N1169943W002,230,250
348975N1169943W003,140,160
348975N1169943W004,40,80
348980N1195420W001,960,980
348989N1168768W001,450,470
348989N1168768W002,320,340
348989N1168768W003,175,195
348989N1205235W001,54,74
348989N1205235W001,80,90
348994N1170412W001,55,118
348994N1170412W001,128,170
348994N1170412W002,52,67
348994N1170412W002,71,77
348994N1170412W002,80,93
348994N1170412W002,98,101
348994N1170412W002,115,125
348994N1170412W002,137,164
348997N1170434W001,55,170
349000N1196580W001,730,750
349005N1171196W001,95,99
349008N1166707W001,220,240
349008N1166707W001,260,303
349011N1167568W001,630,650
349011N1167568W002,490,510
349011N1167568W003,320,340
349011N1167568W004,190,210
349011N1167568W005,45,65
349017N1170796W001,210,230
349017N1170796W002,165,185
349017N1170796W003,100,120
349019N1170648W001,140,160
349019N1204407W001,252,327
349019N1204407W001,392,467
349019N1204407W001,612,700
349025N1166820W001,60,200
349044N1167562W001,580,600
349044N1167562W002,470,490
349044N1167562W003,280,300
349044N1167562W004,120,140
349044N1170312W001,60,110
349055N1178818W001,35,96
349058N1170665W001,100,120
349058N1170665W002,35,55
349061N1171203W001,80,300
349075N1170037W001,40,139
349114N1171373W001,70,250
349119N1169898W001,50,120
349128N1168159W001,100,240
349128N1170239W001,80,103
349128N1170239W001,108,121
349128N1170239W001,124,135
349161N1203360W001,140,180
349161N1203360W001,240,260
349164N1203907W001,325,370
349164N1203907W001,397,432
349164N1203907W001,454,486
349164N1203907W001,505,512
349164N1203907W001,529,561
349164N1203907W001,575,585
349164N1203907W001,612,662
349164N1205168W001,150,750
349166N1203563W001,149,154
349166N1203563W001,170,175
349166N1203563W001,196,216
349166N1203563W001,238,248
349166N1203563W001,291,311
349166N1203563W001,320,326
349166N1203563W001,342,348
349177N1166560W001,60,160
349197N1205591W001,135,150
349197N1205591W001,200,210
349207N1166129W001,60,200
349211N1167368W001,100,200
349217N1174701W001,181,202
349217N1174701W001,223,244
349217N1174701W001,265,286
349217N1174701W001,307,328
349217N1174701W001,349,370
349217N1174701W001,391,412
349217N1174701W001,433,454
349230N1203479W001,100,215
349230N1203479W001,242,335
349258N1203477W001,95,104
349258N1203477W001,116,150
349258N1204185W001,115,333
349261N1166800W001,123,203
349261N1203565W001,100,237
349261N1203565W001,255,272
349264N1166389W001,33,43
349272N1203874W001,262,295
349272N1203874W001,305,417
349275N1171637W001,38,56
349283N1166459W001,550,570
349283N1166459W002,350,370
349283N1166459W003,235,255
349283N1166459W004,70,90
349283N1166459W005,35,45
349283N1168751W001,211,255
349283N1172051W001,75,217
349285N1204834W001,610,840
349294N1171812W001,80,130
349300N1204071W001,708,778
349300N1204071W002,650,657
349300N1204071W002,692,710
349302N1166333W001,28,38
349303N1166287W001,15,25
349309N1168689W001,200,390
349310N1195950W001,960,980
349311N1203677W001,100,106
349311N1203677W001,126,132
349311N1203677W001,161,175
349317N1171543W001,80,200
349333N1168793W001,127,227
349334N1195860W001,480,640
349335N1166289W001,27,37
349340N1196890W001,340,350
349340N1196890W001,358,490
349340N1196890W001,560,630
349340N1196890W001,660,770
349344N1204738W001,134,172
349344N1204738W001,182,234
349347N1166201W001,175,195
349347N1166202W001,17,32
349350N1166133W001,159,179
349350N1166133W002,94,104
349350N1166133W003,37,47
349361N1166145W001,20,80
349362N1165998W001,175,195
349362N1165999W001,13,18
349362N1165999W001,28,33
349362N1166229W001,18,28
349365N1166168W001,13,18
349369N1171498W001,100,200
349371N1166128W001,20,25
349378N1166076W001,13,18
349378N1203871W001,92,97
349378N1203871W001,116,125
349378N1203871W001,190,215
349378N1203871W001,238,248
349385N1166026W001,13,18
349388N1165897W001,25,35
349389N1205154W001,122,153
349389N1205154W001,169,175
349389N1205154W001,178,288
349391N1204757W001,192,352
349391N1205679W001,102,118
349391N1205679W001,134,136
349391N1205679W001,145,175
349391N1205679W001,246,248
349391N1205679W001,251,300
349400N1205368W001,96,103
349400N1205368W001,129,132
349400N1205368W001,151,158
349400N1205368W001,180,193
349400N1205368W001,280,310
349401N1165966W001,8,18
349414N1166080W001,147,157
349414N1166080W002,49,59
349414N1166080W003,5,20
349419N1169057W001,340,350
349419N1169057W002,265,285
349422N1166093W001,110,150
349423N1203623W001,26.7,146.7
349425N1206196W001,605,612
349425N1206196W001,630,633
349425N1206196W001,650,680
349426N1165914W001,8,18
349436N1205954W001,135,138
349436N1205954W001,157,164
349436N1205954W001,208,218
349436N1205954W001,322,332
349448N1165867W001,13,18
349455N1204060W001,136,160
349455N1204060W001,165,170
349455N1204060W001,344,360
349455N1204060W001,363,373
349455N1204060W001,390,395
349458N1203874W001,132,142
349458N1203874W001,288,320
349458N1203874W001,336,340
349458N1203874W001,408,422
349469N1204321W001,150,188
349469N1204321W001,192,265
349469N1204321W001,312,322
349472N1204341W001,149,164
349472N1204341W001,170,188
349472N1204341W001,227,266
349491N1204091W001,125,175
349491N1204091W001,182,204
349491N1204335W001,142,230
349491N1204335W001,240,250
349491N1204335W001,270,300
349491N1204335W001,380,390
349491N1204335W001,460,490
349493N1204906W001,80,150
349497N1206066W001,143,180
349497N1206066W001,236,251
349508N1165873W001,190,300
349528N1166507W001,60,260
349553N1166409W001,125,300
349561N1204043W001,220,320
349569N1204002W001,130,146
349569N1204002W001,186,214
349569N1204002W001,218,226
349569N1204002W001,229,238
349575N1206207W001,177,210
349616N1206079W001,140,145
349616N1206079W001,200,225
349636N1205043W001,175,500
349639N1204149W001,135,142
349639N1204149W001,150,190
349639N1204149W001,196,236
349641N1205677W001,228,240
349649N1204009W001,68.2,118
349649N1204013W001,143,183
349666N1204699W001,110,151
349666N1204699W001,180,230
349701N1188365W001,920,990
349730N1206452W001,568,671
349730N1206452W002,467,535
349730N1206452W003,397,444
349730N1206452W004,291,378
349730N1206452W005,185,246
349730N1206452W006,130,176
349730N1206452W007,19,44
349744N1165382W001,120,130
349745N1204243W001,90,230
349764N1188520W001,420,440
349764N1188520W002,900,990
349780N1165290W001,110,120
349836N1188439W001,1060,1140
349872N1204532W001,137,149
349883N1204413W001,148,173
349891N1206388W001,527,615
349891N1206388W002,247,495
349891N1206388W003,175,228
349891N1206388W004,74,135
349891N1206388W005,14,37
349900N1171904W001,60,275
349911N1205656W001,90,170
349912N1205654W001,90,170
349966N1205402W001,124,127
349969N1205777W001,144,154
349969N1205777W001,210,223
349969N1205777W001,310,322
349969N1205777W001,390,428
349975N1178449W001,144,195
349975N1178449W001,200,433
349976N1188463W001,960,1000
349997N1204729W001,110,118
349997N1204729W001,140,170
350005N1177776W001,100,132
350025N1205341W001,127,132
350025N1205341W001,207,212
350025N1205341W001,270,277
350025N1205341W001,376,405
350052N1188966W001,767,1447
350093N1188787W001,760,1290
350097N1175712W001,260,330
350100N1175482W001,190,260
350128N1189084W001,530,1088
350144N1188901W001,900,1483
350161N1188543W001,645,1198
350162N1189360W001,820,1168
350186N1205932W001,150,444
350200N1205326W001,400,460
350200N1206093W001,52,518
350203N1177485W001,96,495
350211N1189452W001,458,1160
350253N1189496W001,482,1082
350269N1189398W001,487,1100
350308N1188465W001,432,978
350320N1206225W001,30,45
350320N1206225W002,70,90
350320N1206225W003,120,203
350320N1206225W004,230,270
350320N1206225W005,320,400
350325N1189484W001,341,1039
350418N1188425W001,477,1363
350419N1190307W001,291,1038
350422N1177774W001,200,870
350425N1189674W001,396,1000
350428N1191355W001,619,1500
350472N1175368W001,298,578
350564N1177904W001,96,312
350589N1191721W001,792,2185
350594N1190216W001,174,1068
350611N1190924W001,395,2000
350664N1168046W001,45,60
350719N1191246W001,300,1202
350722N1191316W001,299,1200
350747N1189003W001,400,1000
350834N1205896W001,90,170
350900N1189003W001,611,1473
350943N1191736W001,350,700
350950N1186328W001,69,375
351005N1172073W001,40,200
351052N1185930W001,190,370
351087N1186088W001,210,500
351091N1185369W001,50,332
351129N1184450W001,267,495
351132N1183972W001,212,313
351132N1183972W001,334,478
351163N1185833W001,174,350
351166N1184560W001,400,590
351178N1184018W001,180,216
351178N1184018W001,255,500
351212N1188637W001,504,924
351237N1185931W001,240,460
351238N1193959W002,200,220
351238N1193959W002,250,270
351248N1184616W001,114,288
351248N1184825W001,180,410
351263N1184324W001,267,546
351296N1193938W002,145,185
351296N1193938W004,145,185
351303N1192078W001,295,1201
351324N1194113W002,317,357
351372N1194175W002,130,170
351377N1188636W001,504,972
351381N1167690W001,405,505
351386N1190751W001,285,612
351529N1194442W002,284,304
351529N1194442W002,324,344
351742N1191584W001,277,850
351750N1191757W001,160,790
351811N1192358W001,324,1008
351867N1190926W001,250,646
351939N1190926W001,245,645
351939N1191313W001,180,812
351942N1188484W001,600,900
351952N1189182W001,600,1200
351976N1192358W001,270,970
352001N1206071W001,55,150
352002N1187698W001,436,800
352003N1187856W001,408,720
352017N1188965W001,390,690
352068N1194477W002,369.2,408.5
352070N1191156W001,500,600
352071N1194564W002,480.2,524.4
352080N1188710W001,350,630
352083N1190528W001,450,700
352083N1191203W001,300,700
352086N1192783W001,300,1000
352088N1192520W001,300,1000
352125N1191992W001,250,700
352200N1187790W001,408,720
352200N1192037W001,250,700
352220N1190000W001,205,507
352231N1192098W001,200,600
352233N1191281W001,183,707
352269N1191923W001,250,700
352294N1192865W001,300,1000
352410N1190280W001,200,320
352410N1190280W001,370,697
352419N1188249W001,630,960
352440N1189020W001,344,800
352450N1191640W001,0,400
352456N1191195W001,250,600
352486N1191542W001,416,723
352510N1191160W001,156,306
352510N1191160W001,312,630
352514N1189503W001,250,560
352519N1188421W001,372,923
352525N1191162W001,156,306
352525N1191162W001,312,630
352597N1191640W001,240,600
352639N1188412W001,480,840
352662N1190015W001,180,420
352673N1192138W001,210,330
352673N1192138W002,390,440
352673N1192138W003,570,610
352674N1192138W001,570,610
352786N1188462W001,480,840
352800N1191570W001,102,702
352888N1196330W002,89.7,99.7
352889N1188570W001,480,816
352889N1191814W001,280,320
352889N1191814W002,75,95
352889N1191814W003,540,615
352895N1193032W001,200,240
352895N1193032W002,455,495
352895N1193032W003,640,680
352908N1192437W001,250,700
352909N1196295W002,10,50
352909N1196295W004,129.5,149.5
352924N1189911W001,300,710
352933N1193011W001,115,139
352933N1193011W001,154,172
352933N1193011W001,175,199
352933N1193011W001,217,223
352933N1193011W001,238,250
352936N1192703W001,250,700
352953N1191285W001,290,390
352953N1191285W001,590,690
352958N1193011W001,71,143
352958N1193011W001,149,617
352964N1191741W003,330,420
352965N1193128W001,330,370
352965N1193128W002,450,490
352965N1193128W003,585,610
352967N1192895W001,225,255
352967N1192895W002,620,660
352967N1192895W003,700,740
352968N1192900W001,230,655
352973N1192972W001,200,800
352986N1193016W001,196,818
353002N1192972W001,225,825
353005N1192761W001,330,350
353005N1192761W002,485,520
353005N1192761W003,700,740
353013N1193011W001,145,622
353020N1193011W001,180,240
353020N1193011W002,425,465
353020N1193011W003,650,690
353021N1192875W001,225,360
353021N1192875W001,390,625
353028N1192780W001,250,545
353033N1192348W001,250,748
353036N1192937W001,285,750
353036N1193009W002,290,460
353036N1193009W002,480,510
353036N1193009W002,530,555
353036N1193009W002,575,590
353036N1193009W002,600,615
353036N1193009W002,635,655
353036N1193009W002,665,690
353037N1192699W001,250,280
353037N1192699W002,440,480
353037N1192699W003,630,690
353064N1188667W001,480,816
353074N1208433W001,780,850
353123N1191805W001,510,550
353149N1208381W001,355,375
353149N1208381W001,430,480
353149N1208381W001,550,600
353153N1188720W001,480,816
353153N1208392W002,180,220
353153N1208392W003,100,140
353180N1192968W001,285,345
353180N1192968W002,515,555
353180N1192968W003,645,690
353180N1192968W004,100,130
353185N1193747W001,600,700
353187N1193747W001,355,455
353219N1208681W001,190,200
353219N1208681W001,270,280
353219N1208681W002,270,280
353222N1193587W001,150,250
353222N1193587W002,320,360
353222N1193587W003,520,650
353222N1193587W004,65,120
353247N1191870W001,300,390
353250N1191739W001,665,705
353286N1192614W001,150,210
353286N1192614W002,330,470
353286N1192614W003,520,570
353286N1192614W004,80,130
353291N1188782W001,400,580
353291N1188782W001,610,1189
353319N1193623W001,150,400
353328N1189409W001,306,600
353342N1193700W001,200,220
353342N1193700W002,380,400
353342N1193700W003,720,740
353342N1193700W004,200,220
353342N1193700W004,380,400
353342N1193700W004,720,740
353342N1193700W005,200,220
353342N1193700W006,380,400
353342N1193700W007,720,740
353355N1193663W002,650,675
353355N1193663W002,695,760
353355N1193663W002,790,810
353355N1193663W002,835,850
353355N1193663W002,860,880
353355N1193663W002,940,980
353358N1208639W001,150,160
353358N1208639W002,234,244
353364N1193605W002,285,330
353364N1193605W002,440,535
353405N1193599W002,245,280
353405N1193599W002,290,335
353405N1193599W002,365,390
353405N1193599W002,405,435
353405N1193599W002,445,480
353405N1193599W002,505,520
353405N1193599W002,530,545
353406N1193681W002,220,285
353406N1193681W002,300,320
353406N1193681W002,330,390
353406N1193681W002,410,450
353406N1193681W002,510,540
353434N1191816W001,223,375
353434N1191816W002,560,650
353434N1192616W001,195,492
353438N1192560W001,410,480
353438N1192560W001,520,660
353443N1192883W001,190,250
353443N1192883W002,345,455
353443N1192883W003,565,625
353443N1192883W004,140,150
353454N1192640W001,410,505
353454N1192640W001,545,650
353464N1193684W001,220,240
353464N1193684W002,380,400
353464N1193684W003,715,735
353464N1193684W004,220,240
353464N1193684W004,380,400
353464N1193684W004,715,735
353464N1193684W005,220,240
353464N1193684W006,380,400
353464N1193684W007,715,735
353467N1193638W002,270,300
353467N1193638W002,310,395
353467N1193638W002,415,450
353467N1193638W002,470,515
353467N1193638W002,535,550
353467N1193638W002,560,570
353489N1192357W001,118,506
353495N1192600W001,410,530
353495N1192600W001,570,650
353504N1192790W001,400,510
353504N1192790W001,550,610
353506N1192660W001,380,650
353508N1191723W001,250,700
353508N1192560W001,410,540
353508N1192560W001,580,650
353512N1189673W001,300,804
353515N1192740W001,390,530
353515N1192740W001,590,630
353515N1192830W001,420,550
353515N1192830W001,570,620
353516N1192690W001,410,610
353531N1208617W001,220,230
353536N1194341W001,370,450
353536N1194341W002,550,650
353539N1191118W001,85,504
353543N1191966W001,260,500
353543N1191966W001,580,700
353607N1191530W001,200,350
353607N1191530W001,390,660
353612N1191408W001,220,550
353612N1191408W001,590,700
353615N1191354W001,200,450
353615N1191354W001,500,680
353617N1191460W001,210,450
353617N1191460W001,500,745
353618N1192169W001,360,430
353618N1192169W002,560,630
353620N1191457W001,590,680
353620N1191457W002,310,410
353621N1192740W001,180,420
353630N1191508W001,200,440
353630N1191508W001,500,640
353638N1191543W001,200,500
353638N1191543W001,560,700
353653N1192704W001,460,740
353660N1191509W001,200,500
353660N1191509W001,560,700
353686N1192740W001,185,455
353693N1192870W001,610,700
353699N1192856W001,610,700
353699N1192856W002,210,310
353703N1192970W001,380,515
353703N1192970W001,540,750
353705N1193050W001,380,550
353705N1193050W001,570,740
353711N1193140W001,370,480
353711N1193140W001,510,555
353711N1193140W001,610,790
353736N1191540W001,200,500
353760N1192498W001,600,700
353760N1192498W002,260,350
353767N1193415W001,240,600
353776N1200943W001,60,180
353810N1194152W001,180,440
353889N1206123W001,29,49
353890N1191471W001,230,350
353893N1194325W001,195,455
353905N1194480W001,374,404
353922N1192042W001,310,600
353941N1191043W001,375,675
353948N1205536W001,650,1160
353973N1194478W001,210,450
353986N1193948W001,180,426
354017N1192437W001,260,600
354021N1195011W001,410,440
354048N1190102W001,220,540
354053N1191815W001,132,500
354090N1193318W001,300,701
354091N1192007W001,132,450
354121N1192623W001,179,219
354128N1193409W001,398,878
354131N1193590W001,250,600
354161N1191937W001,132,450
354161N1192076W001,131,490
354172N1192190W001,143,490
354189N1194216W001,525,625
354189N1194216W002,360,440
354194N1196247W001,230,500
354199N1190931W001,380,480
354200N1191731W001,203,603
354206N1191817W001,300,700
354298N1188119W002,800,900
354298N1188119W002,905,1890
354309N1192859W001,351,433
354310N1188411W002,860,2000
354335N1188112W002,560,1612
354335N1188116W001,55,155
354344N1191337W001,420,950
354375N1191231W001,300,680
354383N1193315W001,300,701
354386N1188035W002,140,340
354411N1191809W001,235,610
354417N1193584W001,360,798
354424N1191332W001,300,704
354470N1206173W001,150,250
354494N1192096W001,225,504
354497N1191818W001,198,603
354497N1192293W001,168,562
354515N1192834W001,300,600
354527N1195347W001,410,440
354561N1192256W001,223,536
354563N1191283W001,440,1000
354605N1191913W001,200,600
354627N1191627W001,70,240
354630N1193920W001,650,900
354641N1192382W001,218,610
354705N1192792W001,500,750
354714N1192174W001,208,486
354716N1192082W001,218,590
354778N1193188W001,500,960
354783N1192695W001,252,402
354786N1192080W001,180,538
354854N1195648W001,240,310
354861N1192293W001,200,540
354905N1190904W001,440,1226
354909N1177065W001,20,25
354921N1191708W001,300,725
354993N1179284W001,1,247
354994N1192355W001,188,610
355010N1192067W001,575,745
355020N1192748W001,500,800
355044N1191502W001,822,1065
355080N1192777W001,500,700
355086N1206525W001,300,600
355111N1179793W001,470,490
355133N1192368W001,188,638
355137N1195985W001,334,374
355138N1191348W001,200,672
355192N1206764W001,93,153
355205N1195821W001,390,420
355219N1193943W001,640,690
355219N1193943W002,322,407
355249N1192116W001,70,240
355262N1205215W001,154,254
355274N1191100W001,560,1215
355286N1193542W001,300,618
355292N1192153W001,442,944
355364N1192330W001,490,1003
355367N1191606W001,450,1002
355408N1193856W001,230,374
355423N1195825W001,240,270
355433N1192459W001,250,684
355433N1192512W001,200,750
355434N1206211W001,215,235
355434N1206211W001,275,355
355436N1192156W001,250,654
355488N1206100W001,225,685
355505N1196368W001,260,460
355505N1196368W001,520,660
355506N1194298W001,300,600
355506N1195271W001,380,410
355508N1192245W001,300,848
355511N1205795W001,118,212
355522N1190995W001,358,900
355533N1193676W001,200,586
355535N1206154W001,200,310
355539N1178813W001,1750,1770
355547N1177925W001,600,1000
355578N1192470W001,300,694
355593N1206969W001,110,230
355625N1210847W001,120,130
355643N1210803W001,100,116
355647N1192831W001,200,642
355653N1192687W001,206,602
355658N1191778W001,250,990
355658N1191956W001,420,1000
355681N1210710W001,80,130
355687N1195623W001,370,410
355696N1178629W001,615,635
355696N1178629W002,1040,1060
355696N1178629W003,1500,1521
355696N1178629W004,1750,1770
355699N1178959W001,905,1005
355706N1190911W001,850,920
355706N1190911W001,940,1780
355716N1195808W001,260,300
355725N1193941W001,550,600
355725N1193941W002,400,450
355732N1206404W001,195,295
355740N1178297W001,1850,1870
355764N1192145W001,340,832
355764N1192818W001,341,800
355808N1207086W001,190,300
355820N1178662W001,232,272
355820N1178662W001,372,472
355820N1178662W001,632,690
355867N1204288W001,180,630
355874N1193523W001,500,912
355878N1191948W001,400,1002
355878N1192269W001,560,980
355878N1206914W001,44,52
355878N1206914W001,80,90
355891N1193417W001,505,928
355905N1176704W001,445,520
355922N1192598W001,250,676
355934N1178306W001,452,552
355934N1178306W001,752,852
355935N1190787W001,842,1920
355936N1178925W001,501,581
355936N1178926W001,357.1,457.1
355937N1178307W001,460,610
355937N1179030W001,1940,1960
355939N1178037W001,600,1000
355944N1195814W001,285,315
355947N1193717W001,200,702
355953N1191156W001,500,1220
355963N1178159W001,434,514
356005N1211089W001,80,100
356011N1211092W001,80,100
356012N1211108W001,80,100
356013N1192023W001,500,1400
356014N1196176W001,280,300
356019N1193652W001,457,818
356022N1191690W001,500,1200
356025N1194028W001,260,728
356066N1178741W001,380,480
356067N1178938W001,720,820
356072N1177993W001,457,477
356072N1192603W001,260,816
356073N1177549W001,650,670
356073N1177549W002,1320,1340
356073N1177549W003,1850,1870
356090N1177216W001,360,420
356092N1194217W001,350,776
356094N1192778W001,360,800
356097N1191192W001,704,1697
356101N1190978W001,700,1500
356122N1176368W001,320,380
356122N1177481W001,320,360
356138N1177179W001,280,400
356138N1192316W001,70,240
356144N1176260W001,320,380
356157N1193397W001,500,1000
356163N1177181W001,378.5,438.5
356172N1193677W001,414,682
356181N1192294W001,437,1001
356186N1177204W001,580,700
356189N1191423W001,638,2000
356194N1178434W001,80,90
356194N1178434W001,107,127
356194N1178434W001,187,195
356194N1178434W001,240,260
356197N1191334W001,396,1200
356213N1177658W001,340,400
356219N1177707W001,350,440
356220N1190790W001,819,1950
356221N1177700W001,359,419
356228N1178576W001,620,640
356228N1178576W002,1460,1480
356228N1178576W003,1940,1960
356230N1176424W001,340,480
356232N1192245W001,500,1000
356233N1191162W001,650,2340
356235N1177607W001,215,275
356236N1193848W001,355,700
356236N1194206W001,400,700
356241N1193502W001,395,860
356250N1177673W001,399,459
356258N1177133W001,309,369
356305N1193711W001,370,410
356305N1193712W001,620,670
356305N1194021W001,637,687
356305N1194021W002,392,432
356307N1176669W001,270,350
356308N1193678W001,360,680
356308N1193845W001,400,700
356308N1194203W001,401,827
356310N1203764W001,180,600
356314N1191659W001,640,1990
356320N1177655W001,338.5,398.5
356322N1193591W001,351,700
356325N1192399W001,300,766
356330N1192838W001,440,922
356336N1176204W001,80,180
356338N1203932W001,195,605
356348N1177208W001,230,270
356361N1178541W001,300,600
356366N1177768W001,338,398
356371N1178640W001,447,472
356371N1178640W001,492,522
356380N1193124W001,340,800
356388N1176270W001,39.1,41.1
356389N1193407W001,300,354
356389N1193407W001,360,810
356406N1191787W001,342,710
356411N1176721W001,100,150
356421N1190690W001,900,1020
356421N1190690W001,1040,1350
356421N1190690W001,1355,1950
356421N1190690W001,1950,1970
356425N1177043W002,299,360
356453N1194201W001,410,820
356461N1193327W001,300,354
356461N1193327W001,360,811
356461N1193490W001,300,742
356461N1193667W001,354,702
356467N1177848W001,338,398
356469N1191175W001,725,1780
356469N1193202W001,150,739
356472N1192502W001,300,805
356485N1177749W001,360,380
356485N1177749W002,880,900
356485N1177749W003,1240,1260
356485N1177749W004,1900,1920
356491N1176676W001,182,202
356497N1177421W001,1190,1200
356505N1176676W001,75,77
356506N1182615W001,150,300
356531N1191656W001,650,1970
356532N1206905W001,10,50
356533N1176646W001,73,75
356533N1176646W002,400,415
356536N1176701W001,95,97
356538N1192602W001,282,912
356541N1177215W001,245,265
356552N1204043W001,223,512
356566N1176792W001,180,360
356566N1176873W001,190.5,362.9
356568N1203791W001,297,461
356568N1203804W001,300,320
356568N1203804W001,340,380
356568N1203804W001,400,440
356586N1177015W001,280,380
356597N1192599W001,300,805
356600N1194198W001,410,820
356605N1192777W001,279,896
356610N1205862W001,200,400
356613N1176663W001,531,631
356614N1176668W001,531,631
356616N1176540W001,570,630
356616N1176540W002,47,49
356616N1176540W003,75,77
356625N1193483W001,550,600
356625N1193483W002,330,380
356625N1193958W001,780,800
356625N1193959W001,30,50
356625N1193959W002,70,90
356625N1193959W003,280,300
356628N1191342W001,450,650
356633N1178082W001,180,330
356634N1178054W001,180,330
356638N1176476W001,200,215
356651N1194080W001,280,300
356651N1194081W001,30,50
356651N1194081W002,70,90
356652N1194081W001,780,800
356654N1176414W001,19,54
356661N1177237W002,120,140
356661N1177237W002,179,198
356661N1177237W002,228,247
356663N1177237W002,640,780
356665N1176968W001,360,420
356668N1193841W001,670,710
356668N1193841W002,430,480
356672N1176701W001,119,140
356672N1191340W001,494,1800
356675N1192402W001,690,1230
356675N1192402W001,1240,1265
356675N1196724W001,160,600
356677N1177598W001,480,520
356677N1177598W001,660,720
356681N1190962W001,500,1600
356684N1193954W001,40,60
356684N1193954W002,80,100
356684N1193954W003,210,230
356688N1194045W001,30,50
356688N1194045W002,70,90
356688N1194045W003,280,300
356688N1194046W001,780,800
356697N1176685W001,99,101
356700N1206469W002,640,840
356706N1176860W001,938,958
356708N1191067W001,450,1400
356722N1176468W001,55,57
356727N1176912W001,95,97
356742N1193581W001,450,800
356742N1194198W001,410,820
356744N1192777W001,298,802
356747N1193330W001,300,354
356747N1193330W001,360,811
356747N1194112W001,400,800
356752N1193043W001,279,914
356756N1193953W001,30,50
356756N1193953W002,70,90
356756N1193953W003,280,300
356757N1193954W001,780,800
356764N1178045W001,681,881
356764N1190901W001,603,1799
356775N1176429W001,20,22
356775N1191031W001,700,900
356781N1191206W001,500,1850
356791N1176295W001,9,28
356813N1206042W001,260,400
356885N1177556W001,135,191
356956N1195623W001,550,700
356958N1181898W001,130,170
356961N1178574W001,278,338
356961N1193484W001,204,584
356967N1193840W001,350,704
356970N1178496W001,300,360
356986N1191162W001,500,1800
356996N1178033W001,146,225
356996N1178033W001,565,585
356998N1178036W001,160,239.5
356998N1178036W001,560,580
357022N1178471W001,299,359
357036N1193392W001,381,431
357050N1178076W001,100,200
357075N1184076W001,70,130
357094N1177231W001,120,200
357094N1177234W001,276,300
357100N1177156W001,274,334
357103N1191112W001,493,2185
357106N1193909W001,178,328
357169N1195665W001,490,700
357169N1195665W002,1250,1260
357169N1195665W003,1080,1090
357181N1178709W001,850,870
357181N1178709W002,1590,1610
357181N1178709W003,1960,1980
357187N1178427W001,330,350
357187N1178427W002,1540,1560
357187N1178427W003,1910,1930
357227N1178516W001,219,279
357228N1195538W001,510,740
357231N1178581W001,250,350
357231N1190881W001,504,1849
357234N1206500W001,200,400
357245N1178702W001,418.5,478.5
357247N1178554W001,200,298
357250N1178368W001,200,400
357250N1190506W001,996,2000
357306N1191167W002,504,1224
357321N1178309W001,1130,1150
357322N1178129W001,121,139
357322N1178318W001,250,270
357322N1178318W002,250,270
357322N1178318W003,1960,1980
357325N1177203W001,60,70
357325N1191059W001,798,2064
357330N1178268W001,429,442
357360N1189560W001,300,714
357403N1190256W001,500,1800
357403N1190320W001,500,1520
357430N1177629W001,44,139
357436N1192587W001,470,705
357464N1190898W001,500,700
357464N1190898W001,701,2000
357535N1206854W001,300,310
357535N1206854W001,330,340
357536N1206853W001,194,204
357536N1206853W001,214,224
357536N1206853W001,234,244
357536N1206853W001,264,274
357536N1206854W001,468,478
357536N1206854W001,508,518
357554N1178537W001,262,322
357597N1176015W001,11,21
357597N1176015W002,11,21
357609N1194366W001,660,690
357609N1194367W001,390,430
357617N1190628W002,480,680
357622N1184220W001,26,36
357650N1191773W001,450,1002
357672N1205993W001,110,270
357704N1177250W001,60,140
357719N1191074W001,659,1602
357741N1192030W001,400,900
357762N1178411W001,330,350
357762N1178411W002,1190,1210
357762N1178411W003,1640,1660
357781N1190720W001,506,1954
357839N1190452W001,495,1700
357840N1190456W001,810,1570
357850N1177618W001,65,165
357875N1190415W001,500,1650
357891N1190092W002,1040,1800
357898N1192302W001,525,690
357902N1193034W001,955,1370
357906N1195913W001,450,640
357906N1195913W001,660,780
357906N1195913W001,800,960
357955N1178738W001,300,360
357958N1191612W001,400,820
357978N1190798W001,1002,1800
357984N1192428W001,160,320
358014N1191834W002,23,461
358021N1177590W001,205,305
358033N1178729W001,240,375
358036N1195732W001,640,1000
358051N1191050W001,480,720
358086N1190803W001,756,1752
358103N1193251W001,159,210
358125N1191017W001,591,1840
358192N1193178W001,100,200
358194N1194649W002,500,1200
358194N1194650W001,500,1200
358231N1190820W001,648,1824
358250N1191167W002,504,1224
358316N1190289W001,1090,1500
358317N1176578W001,280,300
358347N1194649W001,600,1150
358350N1194644W001,600,1150
358414N1178717W001,640,660
358414N1178717W002,1180,1200
358414N1178717W003,1560,1580
358414N1178717W004,1930,1950
358425N1192237W001,294,1200
358456N1191215W001,402,1522
358496N1161827W001,63,75
358510N1161807W001,63,75
358511N1161842W001,42,53
358558N1191347W001,301,399
358560N1191882W001,200,350
