SITE_CODE,TOP_PRF_INT,BOT_PRF_INT
386344N1214126W001,54,430
386353N1212595W001,89,106
386353N1212595W001,126,144
386353N1212595W001,167,184
386353N1212595W001,207,223
386362N1213751W001,187,342
386380N1214455W001,150,270
386389N1213428W001,49,602
386389N1227710W001,111,131
386389N1227710W001,151,171
386389N1227710W001,191,211
386389N1227710W001,231,251
386398N1216825W001,330,380
386398N1216825W001,430,480
386398N1216825W001,530,580
386398N1216825W001,600,620
386398N1216825W001,640,660
386398N1216825W001,770,800
386398N1216825W001,920,960
386401N1216605W001,120,140
386401N1216605W001,200,290
386404N1216925W001,45,60
386404N1217921W001,157,287
386409N1217963W001,37,67
386409N1217963W001,208,212
386409N1217963W001,232,244
386410N1214345W001,113,370
386412N1213704W001,198,318
386419N1213154W001,356,404
386419N1213154W001,422,482
386419N1213154W002,356,404
386419N1213154W002,422,482
386421N1215583W001,150,164
386421N1215583W001,170,186
386421N1215583W001,282,300
386421N1215583W001,330,350
386421N1215583W001,378,390
386424N1217101W001,300,430
386424N1217101W001,520,590
386424N1217101W001,670,790
386426N1228818W001,138,198
386433N1212697W001,250,270
386433N1212697W001,300,360
386433N1212697W001,420,490
386433N1212697W001,500,585
386433N1216990W001,260,360
386433N1216990W001,420,500
386433N1216990W001,620,800
386448N1217250W001,112,122
386449N1215631W002,310,360
386449N1215631W002,390,405
386450N1217471W001,204,254
386451N1213066W001,170,285
386451N1213066W001,325,595
386459N1213923W001,50,560
386460N1213843W001,220,508
386464N1216675W001,80,90
386464N1216675W002,140,150
386464N1216675W003,260,280
386464N1216675W004,535,545
386466N1216729W001,170,190
386466N1216729W001,260,300
386469N1214576W001,250,380
386470N1214684W001,235,510
386470N1216654W001,210,270
386470N1216654W001,370,390
386470N1216654W001,440,470
386470N1216654W001,500,570
386470N1216654W001,740,770
386470N1216654W001,800,860
386472N1216814W001,240,300
386472N1216814W001,320,340
386472N1216814W001,430,480
386472N1216814W001,560,600
386472N1218741W001,161,224
386475N1216888W001,144,174
386475N1216888W001,250,285
386475N1216888W001,310,340
386475N1216888W001,360,390
386477N1216887W001,162,174
386477N1216907W001,260,290
386477N1216907W001,310,350
386477N1216907W001,380,400
386477N1216907W001,430,450
386477N1216907W001,570,580
386477N1216907W001,690,710
386477N1216907W001,730,750
386477N1216907W001,780,850
386481N1212531W001,333,343
386481N1217099W001,270,300
386481N1217099W001,320,370
386481N1217099W001,480,530
386481N1217099W001,620,640
386481N1217099W001,670,740
386484N1219151W001,160,203
386489N1215575W001,219,235
386489N1215575W001,331,385
386494N1215650W001,120,140
386494N1215650W001,180,200
386494N1215650W001,270,290
386504N1212910W001,275,367
386504N1212910W001,391,441
386504N1212910W001,540,610
386521N1218034W001,80,270
386527N1216673W001,220,280
386527N1216673W001,320,340
386527N1216673W001,370,400
386527N1216673W001,450,490
386527N1216673W001,510,560
386527N1216673W001,580,600
386543N1214468W001,260,300
386543N1214468W001,345,362
386543N1214468W001,430,458
386543N1214468W001,500,616
386547N1215320W001,140,200
386556N1218143W001,75,207
386562N1215624W002,100,300
386576N1212907W001,254,290
386578N1211879W001,135,165
386580N1214646W001,222,260
386580N1214646W001,286,346
386580N1214646W001,446,486
386580N1214646W001,510,578
386580N1214646W001,605,625
386583N1216680W001,220,280
386583N1216680W001,300,330
386583N1216680W001,420,480
386583N1216680W001,500,520
386583N1216680W001,550,600
386583N1216680W001,680,720
386583N1216680W001,920,980
386596N1212555W001,308,318
386596N1212555W001,344,364
386596N1212555W001,384,470
386613N1212930W001,256,276
386613N1212930W001,286,354
386613N1212930W001,376,396
386613N1212930W001,400,410
386613N1212930W001,430,450
386626N1218427W001,12,29
386629N1216395W001,110,150
386629N1216395W001,304,324
386635N1213486W001,205,215
386647N1212475W001,326,436
386647N1212475W001,542,556
386650N1211776W001,70,100
386652N1219419W001,88,240
386656N1228540W001,160,220
386658N1216695W001,220,290
386658N1216695W001,310,390
386658N1216695W001,440,480
386658N1216695W001,540,630
386658N1216695W001,680,800
386658N1216695W001,890,980
386660N1218750W001,120,260
386694N1216153W002,150,170
386694N1216153W002,200,220
386694N1216153W002,250,270
386694N1216427W001,96,344
386697N1213106W001,170,452
386703N1218710W001,175,395
386710N1216433W001,104,280
386720N1216719W001,180,192
386720N1216719W001,204,220
386720N1216719W001,264,306
386720N1216719W001,375,385
386720N1216719W001,413,424
386720N1216719W001,432,480
386731N1216436W001,120,310
386750N1216446W001,70,285
386750N1216490W001,95,295
386751N1213155W001,76,405
386752N1216466W001,102,276
386752N1216509W001,90,290
386760N1216716W001,260,320
386760N1216716W001,360,400
386760N1216716W001,430,470
386760N1216716W001,540,570
386760N1216716W001,590,640
386761N1216715W001,80,100
386762N1216593W001,190,250
386762N1216593W001,260,300
386774N1216353W001,120,270
386774N1216385W001,76,283
386778N1216419W001,105,280
386778N1216432W001,76,283
386782N1215943W001,1060,1070
386782N1215943W002,795,805
386782N1215943W003,380,400
386782N1215943W004,170,190
386784N1212899W001,230,290
386784N1212899W001,320,370
386794N1212861W001,294,374
386794N1212861W001,390,400
386794N1217190W001,100,385
386802N1219701W001,60,68
386802N1220566W001,174,204
386814N1213809W001,205,481
386835N1215444W002,270,310
386835N1215444W002,344,354
386835N1215444W002,418,488
386836N1214536W001,100,110
386836N1214536W002,285,305
386838N1220628W001,130,280
386854N1218361W001,122,141
386857N1216207W001,90,250
386857N1216207W001,280,300
386857N1216207W001,330,350
386857N1216207W001,430,445
386857N1216207W001,485,495
386857N1216207W001,505,535
386857N1219660W001,32,96
386859N1213728W001,255,286
386864N1215222W001,745,755
386864N1215222W001,975,985
386864N1215222W002,470,490
386864N1215222W003,190,210
386874N1212206W001,150,160
386895N1211169W001,55,85
386909N1228512W001,20,70
386911N1217494W001,232,252
386914N1217662W001,39,79
386921N1215249W002,190,210
386921N1215249W002,220,260
386921N1215249W002,320,350
386921N1215249W002,400,420
386922N1219644W001,72,92
386923N1220443W001,80,228
386929N1218266W001,100,216
386950N1217838W001,65,280
386956N1212761W001,220,280
386956N1212761W001,310,324
386956N1212761W001,350,410
386956N1215298W001,150,210
386956N1215298W001,250,400
386956N1215298W001,460,510
386964N1213120W001,183,193
386968N1217981W001,139,181
386974N1212776W001,210,260
386974N1212776W001,310,325
386982N1219746W001,25,39
386982N1219746W001,40,152
387000N1212180W001,130,140
387000N1213529W001,226,236
387000N1213529W001,264,274
387000N1213529W002,324,334
387000N1213529W003,380,390
387000N1213529W003,440,450
387000N1213529W004,498,518
387000N1213529W004,534,544
387005N1216141W002,230,240
387005N1216141W004,500,510
387014N1218208W001,49,190
387019N1219789W001,37,128
387023N1215581W001,165,296
387033N1216181W002,230,255
387033N1216181W002,305,320
387033N1216181W002,445,470
387033N1216181W002,500,535
387042N1215306W001,161,359
387042N1215306W001,394,508
387091N1220069W001,40,128
387099N1213570W001,50,567
387102N1218131W001,65,290
387117N1213327W001,104,124
387117N1213327W002,156,166
387117N1213327W003,274,284
387117N1213327W003,300,310
387117N1213327W004,370,380
387117N1213327W004,450,460
387131N1228855W001,17,97
387172N1216323W001,19.9,29.9
387172N1216323W002,39.9,49.9
387184N1216337W001,19.8,29.8
387184N1216337W002,39.9,49.9
387186N1218562W001,70,518
387194N1219541W001,44,52
387216N1213842W001,151,161
387216N1220463W001,75,127
387218N1214677W001,100,110
387222N1212920W001,200,220
387222N1212920W002,280,300
387228N1213298W001,258,278
387228N1213298W002,328,468
387232N1220079W001,123,223
387232N1220079W001,248,273
387253N1215219W001,110,150
387253N1215219W001,200,210
387253N1215219W001,370,440
387269N1212760W001,192,218
387286N1217810W001,206,440
387291N1215103W002,119,181
387310N1215056W001,220,240
387310N1215056W001,250,270
387310N1215056W001,280,320
387310N1215056W001,340,350
387312N1214937W001,160,200
387320N1216329W001,14.6,24.6
387321N1216329W001,34.8,44.8
387321N1229135W001,55,75
387322N1216299W001,14.6,24.6
387322N1216299W002,39.5,49.5
387331N1213610W001,80,100
387331N1213610W002,630,650
387335N1215112W001,170,180
387335N1215112W002,280,290
387335N1215112W003,340,350
387351N1221207W001,12,22
387362N1215160W001,70,73
387363N1215312W001,80,160
387363N1215862W001,110,137
387363N1215862W001,165,205
387363N1215862W001,254,288
387364N1216049W002,200,340
387377N1219421W001,250,270
387408N1216442W001,125,165
387408N1216442W001,190,290
387408N1216442W001,315,355
387421N1218213W001,240,280
387421N1218213W001,390,450
387421N1218213W001,510,570
387422N1214929W001,112,128
387431N1226221W001,100,115
387439N1215017W001,249,550
387439N1215017W001,556,685
387439N1215017W001,780,952
387439N1216191W001,150,215
387439N1216191W001,265,365
387442N1220427W001,179,189
387459N1215180W001,87.1,175.9
387480N1214946W001,104,153
387480N1214946W001,184,343
387483N1215217W001,130,197
387483N1215217W001,301,367
387485N1216335W001,23.7,33.7
387485N1216335W002,44.7,54.7
387485N1216339W001,19.7,29.7
387485N1216339W002,44.8,54.8
387487N1215099W001,90.5,213
387506N1215191W001,252,484
387506N1215191W001,578,658
387506N1215191W001,673,712
387506N1215191W001,767,806
387506N1215191W001,842,921
387509N1215060W001,104,152
387510N1212390W001,30,50
387510N1212390W002,95,115
387511N1215230W001,102,302
387512N1212390W001,35,45
387515N1212725W001,26,36
387515N1212725W002,80,100
387515N1212725W003,240,260
387517N1212727W001,26,36
387548N1215256W001,82,168
387556N1214898W001,20,133
387566N1215947W001,160,180
387566N1215947W001,275,295
387566N1215947W001,395,415
387603N1212864W001,180,270
387605N1215901W001,120,300
387605N1215946W001,149,192
387605N1215946W001,287,308
387605N1215946W001,394,415
387623N1213915W001,120,140
387623N1213915W002,535,555
387623N1213915W003,725,745
387626N1213651W001,125,135
387626N1213651W002,655,665
387628N1216350W001,19.9,29.9
387628N1216350W002,40,50
387630N1216336W001,23.9,33.9
387630N1216336W002,40,50
387645N1216782W002,150,330
387658N1216311W001,165,195
387658N1216311W001,235,245
387658N1216311W001,315,325
387658N1216311W001,335,345
387658N1216311W001,370,380
387658N1216311W001,435,455
387663N1197853W001,10,20
387670N1197816W001,10,20
387674N1197932W001,10,30
387679N1215485W001,180,190
387679N1215485W001,225,235
387679N1215485W002,420,430
387679N1215485W003,960,970
387679N1215485W003,1035,1045
387682N1215482W001,145,185
387690N1197971W001,10,20
387696N1197843W001,9.5,29.5
387719N1198017W001,140,180
387719N1198017W002,300,340
387721N1216311W001,100,130
387723N1197768W001,14,34
387724N1197768W001,8.5,18.5
387725N1216004W001,56,96
387733N1197942W001,17,37
387736N1197768W001,60,70
387736N1197768W002,90,120
387738N1197842W001,9,29
387739N1212382W001,35,65
387755N1212753W001,120,140
387755N1212753W002,275,295
387756N1197882W001,12,32
387762N1197621W001,10,20
387763N1197901W001,10,30
387776N1197954W001,52,72
387783N1216078W001,66,95
387786N1213737W001,110,120
387786N1213737W002,460,480
387786N1213737W003,535,545
387792N1197830W001,8,28
387793N1218123W001,784,789
387793N1218123W002,583,588
387793N1218123W003,382,387
387793N1218123W004,180,200
387794N1218124W002,785,795
387794N1218124W004,595,605
387794N1218124W006,370,380
387794N1218124W008,185,195
387805N1197903W001,35,44.5
387805N1197903W002,10,20
387816N1213870W001,486,506
387816N1213870W002,584,594
387823N1215257W001,123,139
387830N1202510W001,200,370
387837N1214982W001,80,200
387841N1215773W002,180,380
387841N1215773W002,460,500
387845N1216818W001,250,300
387845N1216818W002,150,200
387845N1216818W003,20,30
387859N1216565W001,135,156
387865N1215258W001,120.4,249.7
387868N1216081W001,156,200
387874N1215764W001,150,155
387874N1215764W001,165,170
387874N1215771W001,140,160
387874N1215771W001,180,290
387874N1215771W001,330,370
387882N1216611W001,150,180
387882N1216611W001,220,320
387898N1215259W001,122,140
387898N1215259W001,202,210
387898N1215259W001,246,254
387898N1215259W001,268,288
387898N1215259W001,388,400
387898N1215259W001,474,480
387898N1215259W001,600,620
387898N1215259W001,658,668
387906N1215334W001,25,35
387906N1215334W002,120,140
387906N1215334W002,220,240
387906N1215334W003,300,320
387906N1215334W004,380,400
387910N1215973W001,170,185
387916N1215972W001,170,180
387916N1215972W001,220,260
387933N1217784W001,155,457
387945N1214427W001,152,286
387946N1213425W002,275,295
387946N1213425W004,420,470
387946N1213425W006,498,508
387950N1215922W001,155,190
387957N1213813W001,260,280
387957N1213813W002,460,490
387957N1213813W003,565,585
387964N1213583W002,264,274
387964N1213583W004,372,382
387964N1213583W006,430,440
387964N1213583W008,493,503
387971N1216119W001,153,205
387972N1216034W001,153,165
387982N1219069W001,320,340
387982N1219069W001,350,390
387982N1219069W001,470,490
387982N1219069W001,500,580
387982N1219069W001,610,680
387985N1217275W001,320,330
387985N1217275W002,388,398
387985N1217275W002,448,458
387985N1217275W003,515,525
388004N1216867W001,160,210
388004N1216867W001,280,310
388005N1197632W001,12.5,27.5
388005N1197632W002,10.5,20.5
388010N1217279W001,298,338
388010N1217279W001,368,393
388010N1217279W001,418,433
388010N1217279W001,505,535
388016N1229966W001,56,96
388017N1200185W001,16,22
388018N1217483W001,310,384
388018N1217483W001,412,440
388023N1216104W001,155,195
388026N1214432W002,260,280
388026N1214432W004,508,528
388027N1213384W001,400,515
388028N1215720W001,150,160
388029N1214145W001,135,460
388030N1200150W001,6,21
388043N1215991W001,194,197
388045N1215942W001,120,180
388045N1215942W001,240,400
388045N1215942W001,500,520
388050N1216298W001,68,90
388058N1213355W001,320,450
388063N1213354W001,322,432
388066N1216021W001,153,195
388068N1217384W001,140,150
388068N1217384W002,330,340
388068N1217384W003,672,682
388068N1217385W001,324,344
388068N1217385W001,384,436
388068N1217385W001,486,504
388068N1217385W001,572,594
388068N1217385W001,666,686
388077N1215948W001,90,190
388079N1215859W001,99,189
388081N1215692W002,180,325
388082N1216330W001,92,190
388084N1215432W001,220,240
388084N1215432W001,280,340
388088N1197777W001,11.5,21.5
388103N1221989W001,40,52
388116N1213054W001,117,177
388117N1216058W001,156,235
388145N1213491W001,215,225
388145N1213491W002,400,420
388150N1215518W001,160,190
388150N1215950W001,120,240
388150N1215950W001,280,400
388151N1197788W001,6,11
388158N1215563W001,188,215
388159N1215728W001,146,166
388176N1215530W001,205,301
388183N1217705W001,215,225
388183N1217705W001,315,385
388185N1215461W001,140,220
388199N1197771W001,10,30
388213N1197753W001,160,200
388224N1200217W001,136,262
388224N1215806W001,160,260
388235N1216079W001,130,160
388235N1216079W002,655,675
388235N1216079W003,910,920
388235N1216079W004,1205,1215
388254N1197602W001,30,50
388260N1215394W001,880,890
388260N1215394W002,295,305
388260N1215394W003,185,195
388260N1215394W004,110,120
388267N1215950W001,140,280
388267N1215950W001,300,340
388267N1215950W001,360,400
388267N1215950W001,420,460
388268N1215950W001,135,155
388268N1215950W001,175,195
388268N1215950W001,205,225
388268N1215950W001,235,275
388281N1215866W001,200,350
388290N1197837W001,39.5,59.5
388293N1217784W001,178,210
388293N1217784W001,228,252
388293N1217784W001,340,365
388293N1217784W001,372,390
388299N1215548W001,160,240
388303N1215622W001,160,295
388305N1197699W001,10,30
388322N1197574W001,20,50
388342N1218578W001,170,250
388342N1218578W002,230,260
388355N1217177W001,160,240
388355N1217177W001,270,330
388355N1217177W001,390,410
388361N1217778W001,365,572
388361N1217778W002,56,66
388361N1217778W003,216,226
388362N1218352W001,603,613
388362N1218352W001,673,683
388362N1218352W002,401,411
388362N1218352W003,170,180
388367N1197794W001,10,29
388368N1217584W001,295,360
388368N1217584W002,188,198
388368N1217584W003,320,350
388373N1217344W001,170,262
388375N1217343W001,160,264
388378N1213431W001,185,265
388393N1217330W001,184,228
388393N1217330W001,295,330
388393N1217330W002,120,130
388393N1217330W003,200,210
388393N1217330W004,310,320
388395N1200249W001,79,100
388395N1200249W001,142,205
388400N1217183W001,160,400
388406N1197697W001,10,30
388406N1215627W001,152,240
388419N1225228W001,160,480
388434N1219236W001,80,100
388436N1215667W001,100,320
388436N1219233W001,301,422
388436N1219233W001,457,633
388476N1212872W001,48,53
388476N1212872W002,130,140
388520N1218395W001,250,275
388520N1218395W001,305,315
388520N1218395W001,375,400
388520N1218395W001,415,430
388520N1218395W001,540,550
388520N1218395W001,595,615
388520N1218395W001,660,680
388531N1215993W001,0,180
388544N1200196W001,225,265
388545N1200196W001,120,150
388545N1200197W001,10,40
388546N1214859W001,68,150
388552N1200171W001,112.5,134
388562N1200143W001,50,94
388581N1217878W001,50,70
388581N1217878W001,130,160
388581N1217878W001,220,250
388581N1217878W001,350,430
388581N1217878W001,448,468
388582N1200216W001,218,228
388593N1200182W001,188,198
388593N1214885W001,670,690
388593N1214885W002,380,390
388593N1214885W002,480,490
388593N1214885W003,135,145
388596N1200196W001,196,206
388604N1213544W001,378,398
388604N1213544W002,298,318
388604N1213544W003,184,204
388604N1213544W004,82,92
388610N1217697W001,220,300
388610N1217697W001,340,490
388610N1217697W001,540,650
388618N1218044W001,210,220
388618N1218044W001,312,352
388618N1218044W001,370,390
388635N1218245W001,600,610
388635N1218245W002,400,410
388635N1218245W002,470.8,480
388635N1218245W003,255,265
388637N1213222W001,144,293
388658N1200177W001,114,184
388666N1217749W001,70,94
388666N1217749W001,120,140
388666N1217749W001,270,294
388666N1217749W001,310,334
388666N1217749W001,380,420
388673N1200319W001,60,91
388673N1200319W001,133,175
388677N1213397W001,132,153
388677N1213397W001,195,216
388677N1213397W001,238,259
388677N1213397W001,290,311
388691N1217143W001,100,137
388693N1217367W001,270,290
388693N1217367W001,310,380
388729N1217694W001,160,180
388729N1217694W001,200,250
388729N1217694W001,360,380
388730N1217474W001,160,180
388730N1217474W001,190,200
388730N1217474W001,238,258
388730N1217474W001,278,288
388730N1217474W001,315,340
388730N1217474W001,354,374
388733N1217601W001,110,160
388733N1217601W001,220,240
388733N1217601W001,330,350
388736N1217898W002,152,200
388736N1217898W002,240,280
388736N1217898W002,340,420
388736N1217927W002,320,580
388753N1200066W001,20,36
388755N1213144W001,142,249
388761N1200005W001,110,142
388761N1217094W001,120,140
388761N1217094W002,210,220
388761N1217094W002,260,280
388761N1217094W003,570,590
388761N1217094W004,655,665
388761N1217094W004,685,695
388794N1218066W002,240,280
388794N1218066W002,320,360
388794N1218066W002,440,520
388804N1217370W001,152,172
388804N1217370W001,256,290
388805N1218071W002,120,160
388805N1218071W002,200,320
388805N1218071W002,400,480
388805N1218071W002,520,540
388813N1217525W001,54,64
388813N1217525W002,254,274
388813N1217525W003,548,568
388813N1218219W001,525,535
388813N1218219W002,230,240
388813N1218219W003,360,370
388826N1213078W001,80,100
388826N1213078W002,52,62
388837N1218762W001,579.1,589.4
388837N1218762W002,370,380
388847N1219665W001,146,166
388847N1219665W002,369,389
388847N1219665W003,542,562
388868N1217912W001,140,180
388868N1217912W001,240,270
388868N1217912W001,300,480
388869N1216445W002,103,133
388870N1218021W002,155,200
388870N1218021W002,220,300
388870N1218021W002,370,480
388882N1214005W002,132,152
388882N1214005W004,264,304
388892N1216367W002,97,127
388893N1212847W001,15,25
388909N1199885W001,102,144
388909N1199885W001,165,186
388909N1199885W001,207,228
388909N1199885W001,249,270
388957N1218611W001,695,705
388957N1218611W002,420,430
388965N1219139W001,700,710
388965N1219139W002,420,440
388965N1219139W003,280,290
388971N1213301W001,118,133
388971N1213301W002,65,75
389011N1213514W001,120,140
389011N1213514W001,210,230
389011N1213514W001,360,380
389024N1200084W001,40,92
389024N1200084W001,97,107
389024N1200084W001,110,190
389032N1217833W001,220,340
389032N1217833W001,360,440
389032N1217833W001,450,520
389032N1217833W001,540,620
389032N1217833W002,280,300
389032N1217833W003,400,420
389032N1217833W004,560,570
389032N1217833W004,610,620
389060N1199996W001,32,54
389062N1218468W001,220,260
389062N1218468W001,420,460
389062N1218468W001,550,580
389062N1218468W001,600,640
389074N1215903W001,70,101
389075N1200055W001,73,193
389075N1200059W001,55,75
389075N1200059W001,200,220
389078N1214522W001,105,210
389114N1215447W001,243,269
389116N1215238W001,950,970
389116N1215238W002,680,700
389116N1215238W003,170,180
389117N1215238W001,390,400
389117N1215238W001,510,520
389129N1200110W001,104,114
389129N1200110W002,39,49
389133N1218431W001,750,760
389133N1218431W002,560,570
389133N1218431W003,330,340
389135N1218340W001,100,115
389135N1218340W001,160,180
389135N1218340W001,320,360
389135N1218340W001,420,440
389135N1218340W001,480,500
389135N1218340W001,520,540
389135N1218340W001,580,610
389150N1217960W001,226,400
389155N1200108W001,54,78
389163N1219875W001,135,155
389163N1219875W002,305,325
389163N1219875W003,565,585
389185N1213268W001,44.1,91.9
389197N1217758W001,200,280
389197N1217758W001,380,410
389197N1217758W001,430,550
389197N1217758W001,600,640
389197N1218111W002,280,320
389211N1199746W001,95,115
389211N1199746W001,125,145
389211N1199746W001,160,180
389211N1199746W001,200,240
389219N1200133W001,36,60
389222N1200042W001,86,146
389236N1217412W001,160,220
389236N1217412W001,290,480
389238N1199681W001,325,335
389238N1199681W002,245,255
389238N1199681W003,158,163
389238N1199681W004,130,135
389238N1199681W005,88,93
389242N1217740W001,140,170
389242N1217740W001,180,250
389244N1218433W001,290,350
389249N1219140W001,710,720
389249N1219140W002,485,495
389249N1219140W003,275,285
389252N1230569W001,53,72
389254N1199529W001,28,237
389255N1213566W001,290,310
389255N1213566W002,160,170
389255N1213566W003,75,85
389278N1213964W002,80,100
389281N1218056W001,188,198
389281N1218056W001,232,247
389281N1218056W001,300,310
389281N1218056W001,358,383
389302N1199629W001,112,192
389304N1218843W001,455,465
389304N1218843W002,620,630
389304N1218843W003,245,255
389315N1217920W001,150,165
389315N1217920W002,190,230
389315N1217920W003,320,350
389317N1219463W001,197,237
389325N1199576W001,44,72
389333N1200702W001,54,164
389347N1215897W001,160,175
389358N1220027W001,213,610
389364N1218639W001,315,340
389364N1218639W001,420,460
389364N1218639W001,625,670
389364N1218639W001,685,710
389370N1199599W001,48,68
389382N1218291W001,340,380
389382N1218291W001,400,560
389382N1218291W001,600,720
389382N1218291W001,780,820
389386N1217987W001,140,240
389386N1217987W001,300,360
389398N1216162W001,52,100
389410N1215884W001,90,100
389412N1199905W001,24,40
389418N1218322W002,300,340
389418N1218322W002,400,480
389418N1218322W002,520,540
389418N1218322W002,600,620
389418N1218322W002,640,680
389420N1199910W001,59,64
389420N1199910W002,35,37.5
389427N1199569W001,54,62
389445N1199712W001,170,203
389452N1215992W001,145,165
389452N1215992W002,425,435
389452N1215992W003,590,600
389452N1215992W004,985,995
389453N1216159W001,50,70
389453N1217179W001,40,70
389453N1217179W001,80,110
389453N1217179W001,130,210
389453N1217179W001,260,300
389456N1199517W001,44,64
389463N1213493W001,25,40
389464N1218445W001,300,330
389464N1218445W001,365,435
389464N1228892W001,0,30
389481N1215866W001,80,110
389481N1215866W001,145,155
389495N1215863W001,115,200
389501N1220338W001,350,480
389502N1219064W001,290,326
389502N1219064W001,336,350
389502N1219064W001,390,406
389502N1219064W001,432,442
389502N1219064W001,450,466
389509N1215863W001,151,159
389509N1215863W001,166,219
389510N1215913W001,148,168
389525N1216161W001,155,175
389525N1216161W001,180,415
389527N1217825W001,120,160
389527N1217825W001,180,300
389528N1217918W001,140,150
389528N1217918W002,210,230
389528N1217918W003,265,275
389529N1217917W001,135,160
389529N1217917W001,195,240
389529N1217917W001,260,285
389553N1219631W001,22,236
389560N1215860W001,150,165
389560N1215860W001,170,190
389561N1218282W002,260,290
389561N1218282W002,340,380
389561N1218282W002,460,560
389561N1218282W002,640,660
389563N1215843W001,30,40
389567N1199488W001,168,180
389571N1215858W001,30,40
389576N1219134W001,270,286
389576N1219134W001,316,326
389576N1219134W001,390,410
389576N1219134W001,450,470
389576N1219134W001,490,516
389587N1228545W001,198,208
389588N1220545W001,199,215
389588N1220545W001,227,231
389592N1199440W001,88,112
389592N1228391W001,36,110
389596N1218314W001,200,260
389596N1218314W001,320,480
389596N1218314W001,640,700
389605N1218102W001,240,300
389605N1218102W002,130,160
389605N1218102W003,70,90
389605N1218103W001,130,160
389605N1218103W001,190,200
389605N1218103W001,240,260
389605N1218103W001,280,300
389621N1228673W001,204,207
389628N1215557W001,80,90
389628N1215557W001,103,290
389629N1216161W002,115,135
389629N1216161W002,155,190
389634N1221009W001,200,260
389634N1221009W001,300,320
389636N1220626W001,265,793
389638N1217733W001,20,40
389638N1217733W002,105,135
389638N1217733W003,190,270
389639N1217733W001,100,140
389639N1217733W001,160,220
389639N1217733W001,240,280
389640N1220999W001,70,290
389644N1218010W001,101,143
389644N1218010W001,146,296
389644N1218010W001,341,365
389644N1218010W001,389,485
389661N1231206W001,57.39,76.81
389662N1215517W001,110,175
389665N1215747W001,108,114
389665N1215747W001,154,229
389669N1218440W001,670,680
389669N1218440W002,410,420
389669N1218440W002,480,490
389670N1216160W002,130,190
389671N1215659W001,135,255
389680N1215532W001,75,108
389680N1215532W001,116,200
389689N1218653W001,665,675
389689N1218653W002,313,323
389689N1218653W003,130,140
389694N1219259W001,865,875
389694N1219259W002,410,420
389694N1219259W002,450,456
389694N1219259W003,271,278
389711N1228964W001,25,40
389716N1219836W001,180,200
389722N1231033W001,24.53,43.41
389722N1231033W002,57.53,66.44
389734N1228679W001,60,72
389740N1213606W001,70,111
389741N1228984W001,45,152
389763N1220616W001,270,362
389764N1213710W001,24.3,44.3
389765N1228285W001,30,55
389774N1213728W001,19.5,34.5
389785N1213713W001,29.5,39.5
389791N1213727W001,144,209
389812N1230889W001,84.55,103.44
389815N1228559W001,37,235
389816N1220786W001,180,720
389819N1215949W001,140,158
389827N1220355W001,204,220
389840N1219465W001,335,380
389840N1219465W001,405,480
389840N1219465W001,500,545
389857N1214880W001,78,98
389857N1214880W002,215,245
389857N1214880W003,320,331
389857N1214880W004,28,48
389860N1215738W001,88,208
389862N1215649W001,279,355
389867N1213654W002,96,107
389868N1215739W001,155,175
389871N1217783W002,200,280
389871N1217783W002,420,600
389884N1220066W001,172,232
389884N1228936W001,40,80
389884N1228936W001,160,170
389884N1228936W001,190,200
389884N1228936W001,223,245
389889N1216948W002,152,294
389916N1220141W001,108,180
389919N1214141W002,28,43
389919N1217828W002,220,300
389919N1217828W002,430,470
389919N1217828W002,540,580
389925N1217828W002,230,240
389925N1217828W002,300,310
389925N1217828W004,440,450
389925N1217828W004,460,470
389925N1217828W006,540,560
389928N1215479W001,300,340
389928N1215479W002,420,460
389928N1215479W002,490,500
389928N1215479W003,540,555
389928N1215479W003,610,630
389928N1215479W003,645,655
389930N1228687W001,40,48
389931N1215748W001,280,460
389932N1215735W001,65,71
389935N1217859W002,210,250
389935N1217859W002,340,410
389935N1217859W002,430,500
389935N1217859W002,520,570
389936N1217859W002,220,240
389936N1217859W002,260,320
389936N1217859W002,420,470
389936N1217859W002,540,580
389940N1218239W001,140,180
389946N1228947W001,15,35
389949N1228308W001,75,200
389950N1214148W002,28,43
389970N1215667W001,226,330
389975N1228770W001,72,110
389975N1228770W001,111,130
389975N1228770W001,131,165
389979N1218859W001,358,428
389984N1228666W001,69,115
389993N1214546W001,180,200
389993N1228482W001,35,122
390011N1228427W001,100,150
390011N1228427W001,180,200
390025N1215786W001,90,130
390025N1215786W001,160,176
390025N1215786W001,212,252
390025N1215786W001,286,350
390025N1215786W001,360,370
390025N1215786W001,380,390
390025N1215786W001,400,410
390039N1220040W001,175,689
390040N1228490W001,18,65
390045N1228662W001,69,145
390046N1218760W001,240,260
390047N1228963W001,65,0
390047N1233685W001,37.6,46.54
390047N1233685W002,138.3,167.3
390049N1218403W001,160,172
390049N1218403W001,290,305
390049N1218403W001,336,360
390049N1218403W001,445,475
390049N1218403W001,612,655
390056N1218723W001,240,323
390056N1218723W001,364,387
390058N1228420W001,38,118
390058N1228420W001,138,178
390067N1215771W001,130,140
390067N1215771W001,356,470
390068N1228381W001,58,69
390068N1228381W001,74,98
390068N1228381W001,161,190
390084N1214989W001,224,244
390087N1215718W001,342,450
390087N1216722W001,45,55
390087N1216722W002,155,165
390087N1216722W003,245,255
390088N1220877W001,350,470
